GeoID,AoA,cd,cl,cm,clp,clv,cdp,cdv,cd_stdev,cl_stdev,cm_stdev,cd_stderr,cl_stderr,cm_stderr,cd_ci95,cl_ci95,cm_ci95
LHC089,4,0.101494,1.079224,-0.287928,1.079770,-0.000546,0.079810,0.021684,0.001190,0.008308,0.015540,0.000468,0.003267,0.006110,0.000917,0.006403,0.011976
LHC089,6,0.119963,1.277835,-0.343687,1.278565,-0.000730,0.098196,0.021767,0.001573,0.008676,0.016515,0.000510,0.002812,0.005352,0.000999,0.005511,0.010490
LHC089,8,0.143347,1.468163,-0.401195,1.469081,-0.000918,0.121604,0.021743,0.002492,0.012123,0.015841,0.001132,0.005504,0.007192,0.002218,0.010788,0.014096
LHC089,10,0.170067,1.657574,-0.451132,1.658685,-0.001111,0.148273,0.021794,0.002627,0.011212,0.016501,0.000794,0.003388,0.004986,0.001556,0.006640,0.009772
LHC089,12,0.201096,1.830841,-0.500260,1.832166,-0.001324,0.179312,0.021784,0.003371,0.012824,0.018710,0.001085,0.004127,0.006021,0.002126,0.008088,0.011801
LHC089,14,0.235434,1.979010,-0.552558,1.980509,-0.001498,0.213764,0.021670,0.002947,0.011109,0.019675,0.000659,0.002483,0.004398,0.001291,0.004867,0.008620
LHC089,16,0.273633,2.082299,-0.613927,2.084092,-0.001792,0.252208,0.021425,0.003971,0.014773,0.031297,0.000671,0.002497,0.005289,0.001315,0.004893,0.010367
LHC089,18,0.340781,2.041475,-0.799197,2.043061,-0.001586,0.320430,0.020352,0.010007,0.042920,0.090812,0.001582,0.006785,0.014356,0.003101,0.013299,0.028138
LHC089,20,0.422371,1.898509,-0.974136,1.900709,-0.002200,0.402610,0.019761,0.014044,0.058822,0.136485,0.002263,0.009478,0.021991,0.004435,0.018577,0.043103
LHC089,22,0.472497,1.914781,-1.043432,1.917188,-0.002407,0.453448,0.019050,0.012759,0.048656,0.131548,0.002017,0.007693,0.020800,0.003954,0.015079,0.040768
LHC090,4,0.083834,0.924786,-0.239951,0.925334,-0.000548,0.062196,0.021638,0.001168,0.007626,0.013440,0.000328,0.002139,0.003769,0.000642,0.004191,0.007387
LHC090,6,0.100910,1.127997,-0.298725,1.128687,-0.000690,0.079101,0.021809,0.001620,0.010436,0.015654,0.000682,0.004393,0.006589,0.001336,0.008611,0.012915
LHC090,8,0.122020,1.328778,-0.355912,1.329656,-0.000878,0.100115,0.021905,0.002142,0.011768,0.016631,0.000972,0.005338,0.007545,0.001905,0.010463,0.014787
LHC090,10,0.147411,1.523187,-0.406184,1.524287,-0.001100,0.125401,0.022011,0.001923,0.008796,0.014854,0.000430,0.001966,0.003320,0.000843,0.003853,0.006508
LHC090,12,0.176854,1.706966,-0.454600,1.708271,-0.001305,0.154809,0.022045,0.003038,0.012636,0.019318,0.000932,0.003875,0.005924,0.001826,0.007595,0.011611
LHC090,14,0.209547,1.875778,-0.479200,1.877301,-0.001524,0.187454,0.022093,0.003287,0.011549,0.019602,0.000735,0.002581,0.004381,0.001440,0.005060,0.008588
LHC090,16,0.246609,2.034370,-0.504101,2.036177,-0.001807,0.224356,0.022253,0.003883,0.012361,0.021214,0.000656,0.002089,0.003585,0.001286,0.004095,0.007027
LHC090,18,0.285825,2.170825,-0.534102,2.172845,-0.002020,0.263526,0.022298,0.004238,0.011683,0.022643,0.000670,0.001847,0.003580,0.001313,0.003620,0.007016
LHC090,20,0.327578,2.270308,-0.573973,2.272513,-0.002205,0.305352,0.022226,0.004642,0.013029,0.025700,0.000734,0.002060,0.004063,0.001438,0.004037,0.007964
LHC090,22,0.376025,2.304348,-0.583947,2.306739,-0.002391,0.354233,0.021791,0.005625,0.017078,0.030803,0.000913,0.002772,0.004999,0.001789,0.005432,0.009798
LHC091,4,0.063031,0.851140,-0.092844,0.851833,-0.000693,0.041375,0.021655,0.001125,0.007669,0.013731,0.000503,0.003428,0.006138,0.000985,0.006719,0.012031
LHC091,6,0.079527,1.054725,-0.147812,1.055686,-0.000961,0.057774,0.021753,0.001438,0.009550,0.014773,0.000643,0.004270,0.006605,0.001260,0.008369,0.012947
LHC091,8,0.100307,1.251230,-0.201967,1.252446,-0.001216,0.078576,0.021731,0.002089,0.011202,0.016405,0.000933,0.005004,0.007328,0.001829,0.009808,0.014363
LHC091,10,0.126466,1.447765,-0.256122,1.449276,-0.001511,0.104764,0.021703,0.002745,0.012461,0.016045,0.001226,0.005564,0.007164,0.002403,0.010906,0.014042
LHC091,12,0.156526,1.633377,-0.295656,1.635197,-0.001820,0.134890,0.021635,0.003066,0.011774,0.018328,0.001370,0.005261,0.008190,0.002685,0.010311,0.016052
LHC091,14,0.187692,1.787413,-0.306939,1.789469,-0.002056,0.166242,0.021449,0.002108,0.008010,0.014665,0.000471,0.001791,0.003279,0.000924,0.003510,0.006427
LHC091,16,0.223272,1.909867,-0.293250,1.912131,-0.002264,0.202149,0.021123,0.002227,0.008124,0.013633,0.000436,0.001590,0.002668,0.000854,0.003116,0.005229
LHC091,18,0.273655,1.972991,-0.256047,1.975357,-0.002366,0.253152,0.020503,0.003775,0.012252,0.022516,0.000605,0.001965,0.003611,0.001187,0.003851,0.007078
LHC091,20,0.335774,1.837571,-0.415897,1.839823,-0.002252,0.316413,0.019361,0.018974,0.104356,0.106708,0.003000,0.016500,0.016872,0.005880,0.032340,0.033068
LHC091,22,0.506058,1.736691,-0.481012,1.739420,-0.002729,0.488467,0.017591,0.021024,0.055957,0.102929,0.003393,0.009030,0.016610,0.006650,0.017699,0.032556
LHC092,4,0.119163,1.296194,-0.153002,1.297111,-0.000917,0.097248,0.021915,0.001409,0.008565,0.013264,0.000630,0.003830,0.005931,0.001234,0.007506,0.011625
LHC092,6,0.142534,1.499742,-0.208550,1.500924,-0.001183,0.120624,0.021909,0.001915,0.011103,0.014684,0.000856,0.004963,0.006563,0.001677,0.009727,0.012864
LHC092,8,0.171496,1.698424,-0.269968,1.699855,-0.001431,0.149637,0.021859,0.002611,0.013596,0.017335,0.001167,0.006080,0.007751,0.002288,0.011916,0.015192
LHC092,10,0.202605,1.881669,-0.334840,1.883335,-0.001666,0.180910,0.021695,0.003185,0.013915,0.019887,0.001421,0.006210,0.008875,0.002786,0.012171,0.017395
LHC092,12,0.232791,2.021896,-0.387978,2.023764,-0.001868,0.211329,0.021462,0.003492,0.013006,0.023485,0.001560,0.005811,0.010492,0.003057,0.011389,0.020565
LHC092,14,0.265568,2.125704,-0.436783,2.127707,-0.002003,0.244743,0.020825,0.004048,0.014265,0.025595,0.000905,0.003189,0.005722,0.001774,0.006250,0.011215
LHC092,16,0.319658,1.913260,-0.368793,1.915592,-0.002331,0.300764,0.018894,0.011699,0.058757,0.102318,0.001273,0.006393,0.011133,0.002495,0.012531,0.021821
LHC092,18,0.399106,1.848528,-0.682763,1.850830,-0.002302,0.380792,0.018314,0.013372,0.067023,0.191060,0.002114,0.010596,0.030205,0.004143,0.020768,0.059202
LHC092,20,0.458251,1.800878,-0.792234,1.803349,-0.002472,0.440773,0.017478,0.017828,0.066827,0.143895,0.002840,0.010645,0.022920,0.005566,0.020864,0.044924
LHC092,22,0.570391,1.667223,-0.758227,1.670179,-0.002956,0.554345,0.016045,0.021181,0.067005,0.174975,0.003349,0.010593,0.027664,0.006564,0.020763,0.054221
LHC093,4,0.142030,1.403846,-0.102536,1.404952,-0.001106,0.119931,0.022099,0.001321,0.008396,0.013126,0.000590,0.003752,0.005865,0.001157,0.007354,0.011496
LHC093,6,0.167544,1.600218,-0.154078,1.601593,-0.001375,0.145428,0.022116,0.001771,0.010550,0.013399,0.000792,0.004716,0.005989,0.001552,0.009244,0.011739
LHC093,8,0.196397,1.787031,-0.210364,1.788675,-0.001644,0.174291,0.022106,0.002555,0.013415,0.015705,0.001142,0.005997,0.007021,0.002239,0.011755,0.013761
LHC093,10,0.228672,1.967573,-0.273781,1.969418,-0.001845,0.206631,0.022040,0.003464,0.015258,0.017047,0.001549,0.006824,0.007624,0.003037,0.013376,0.014943
LHC093,12,0.259487,2.102750,-0.328508,2.104807,-0.002057,0.237760,0.021727,0.003653,0.014051,0.020884,0.001633,0.006283,0.009337,0.003201,0.012314,0.018301
LHC093,14,0.291668,2.198224,-0.355945,2.200484,-0.002260,0.270523,0.021145,0.004001,0.013522,0.024544,0.000894,0.003022,0.005486,0.001753,0.005924,0.010753
LHC093,16,0.328257,2.230148,-0.326031,2.232664,-0.002516,0.307996,0.020261,0.004202,0.013687,0.025717,0.000710,0.002313,0.004346,0.001392,0.004534,0.008519
LHC093,18,0.384296,2.011528,-0.298184,2.014216,-0.002688,0.365723,0.018573,0.022841,0.055195,0.100042,0.003611,0.008726,0.015817,0.007078,0.017104,0.031001
LHC093,20,0.513886,1.817899,-0.317301,1.820866,-0.002967,0.496868,0.017018,0.018961,0.056813,0.128749,0.002998,0.008982,0.020355,0.005876,0.017605,0.039897
LHC093,22,0.582001,1.642582,-0.664708,1.645674,-0.003092,0.565901,0.016100,0.020706,0.063234,0.158906,0.003273,0.009995,0.025118,0.006415,0.019591,0.049231
LHC094,4,0.103169,1.150277,-0.123707,1.151060,-0.000783,0.081048,0.022121,0.001333,0.009314,0.015191,0.000596,0.004160,0.006786,0.001167,0.008154,0.013300
LHC094,6,0.123467,1.342038,-0.179234,1.343024,-0.000986,0.101227,0.022240,0.001618,0.010086,0.015498,0.000723,0.004508,0.006927,0.001418,0.008836,0.013577
LHC094,8,0.148610,1.532764,-0.238200,1.533935,-0.001171,0.126320,0.022289,0.002003,0.010842,0.016127,0.000895,0.004845,0.007207,0.001754,0.009496,0.014125
LHC094,10,0.177319,1.717248,-0.291345,1.718592,-0.001344,0.155066,0.022253,0.003057,0.014030,0.017503,0.001367,0.006274,0.007827,0.002679,0.012297,0.015341
LHC094,12,0.209457,1.886396,-0.351927,1.887970,-0.001574,0.187234,0.022223,0.003606,0.014508,0.020686,0.001610,0.006477,0.009236,0.003156,0.012695,0.018102
LHC094,14,0.242899,2.031026,-0.410054,2.032783,-0.001757,0.220956,0.021943,0.003138,0.012856,0.020363,0.000730,0.002991,0.004738,0.001431,0.005863,0.009287
LHC094,16,0.279281,2.140060,-0.450706,2.142104,-0.002044,0.257629,0.021652,0.004009,0.013636,0.028512,0.000678,0.002305,0.004819,0.001328,0.004517,0.009445
LHC094,18,0.335197,2.003101,-0.632834,2.004887,-0.001787,0.315005,0.020192,0.010028,0.051285,0.113729,0.001616,0.008262,0.018323,0.003167,0.016194,0.035913
LHC094,20,0.413813,1.821622,-0.860526,1.823940,-0.002318,0.394546,0.019267,0.015474,0.054657,0.151277,0.002446,0.008642,0.023918,0.004795,0.016937,0.046879
LHC094,22,0.465733,1.858884,-0.963411,1.861361,-0.002477,0.447059,0.018674,0.013007,0.043400,0.134471,0.002056,0.006860,0.021256,0.004030,0.013446,0.041662
LHC095,4,0.122148,1.301163,-0.148572,1.301847,-0.000683,0.099971,0.022177,0.001473,0.008628,0.015330,0.000659,0.003859,0.006855,0.001291,0.007563,0.013437
LHC095,6,0.146189,1.499343,-0.198441,1.500241,-0.000898,0.123841,0.022347,0.001576,0.010449,0.015021,0.000705,0.004672,0.006716,0.001381,0.009157,0.013164
LHC095,8,0.175681,1.697523,-0.250464,1.698628,-0.001105,0.153180,0.022501,0.002389,0.012785,0.016684,0.001067,0.005711,0.007452,0.002091,0.011193,0.014606
LHC095,10,0.207270,1.878646,-0.300915,1.879954,-0.001308,0.184724,0.022546,0.003153,0.014180,0.017849,0.001409,0.006338,0.007978,0.002762,0.012422,0.015636
LHC095,12,0.240957,2.035344,-0.351088,2.036903,-0.001559,0.218521,0.022437,0.003472,0.013055,0.018936,0.001552,0.005837,0.008466,0.003042,0.011441,0.016594
LHC095,14,0.271846,2.143922,-0.406065,2.145624,-0.001702,0.249824,0.022023,0.003381,0.012408,0.022165,0.000756,0.002773,0.004954,0.001481,0.005435,0.009710
LHC095,16,0.305831,2.199542,-0.405396,2.201580,-0.002039,0.284431,0.021400,0.004008,0.013225,0.025040,0.000678,0.002235,0.004232,0.001328,0.004381,0.008295
LHC095,18,0.350726,2.038504,-0.538879,2.040340,-0.001836,0.330876,0.019850,0.014010,0.052035,0.150792,0.002215,0.008226,0.023838,0.004341,0.016123,0.046723
LHC095,20,0.413971,2.029099,-0.598441,2.030886,-0.001787,0.394822,0.019149,0.013499,0.061081,0.122847,0.002134,0.009655,0.019419,0.004182,0.018925,0.038061
LHC095,22,0.496568,1.865783,-0.861986,1.868222,-0.002439,0.478290,0.018278,0.016178,0.056342,0.181682,0.002558,0.008907,0.028721,0.005013,0.017457,0.056293
LHC096,4,0.100777,1.104565,0.030759,1.105592,-0.001028,0.079012,0.021764,0.001465,0.007734,0.013414,0.000655,0.003458,0.005997,0.001283,0.006778,0.011755
LHC096,6,0.121987,1.305889,-0.015038,1.307199,-0.001310,0.100179,0.021808,0.001427,0.008320,0.017763,0.000637,0.003713,0.007928,0.001249,0.007278,0.015539
LHC096,8,0.148517,1.499871,-0.060858,1.501463,-0.001592,0.126722,0.021795,0.002376,0.011702,0.015865,0.001061,0.005227,0.007087,0.002080,0.010245,0.013890
LHC096,10,0.177727,1.677998,-0.105875,1.679819,-0.001821,0.156012,0.021715,0.003113,0.012953,0.015603,0.001390,0.005785,0.006969,0.002725,0.011339,0.013658
LHC096,12,0.208036,1.827854,-0.142792,1.829882,-0.002029,0.186594,0.021443,0.002988,0.012109,0.017339,0.001350,0.005472,0.007836,0.002647,0.010725,0.015359
LHC096,14,0.240234,1.928798,-0.174748,1.930965,-0.002166,0.219363,0.020871,0.003856,0.013221,0.021337,0.000862,0.002956,0.004771,0.001690,0.005794,0.009351
LHC096,16,0.279692,1.964340,-0.168348,1.966691,-0.002351,0.259806,0.019887,0.004595,0.016816,0.027362,0.001028,0.003763,0.006123,0.002015,0.007375,0.012001
LHC096,18,0.409908,1.812004,-0.093924,1.815044,-0.003040,0.391431,0.018478,0.012648,0.036222,0.048541,0.002056,0.005889,0.007892,0.004030,0.011542,0.015468
LHC096,20,0.475054,1.672460,-0.225059,1.675270,-0.002810,0.457991,0.017063,0.015652,0.048322,0.115870,0.002475,0.007640,0.018320,0.004851,0.014974,0.035907
LHC096,22,0.547280,1.542182,-0.478609,1.545214,-0.003032,0.530946,0.016334,0.022116,0.059744,0.175649,0.003496,0.009444,0.027766,0.006852,0.018510,0.054421
LHC097,4,0.111531,1.260125,-0.155787,1.260999,-0.000874,0.089532,0.021998,0.001271,0.007955,0.014350,0.000568,0.003554,0.006412,0.001113,0.006967,0.012567
LHC097,6,0.134295,1.462931,-0.213268,1.464053,-0.001122,0.112265,0.022030,0.001729,0.009246,0.016289,0.000773,0.004135,0.007285,0.001516,0.008105,0.014279
LHC097,8,0.162389,1.658367,-0.268050,1.659730,-0.001363,0.140325,0.022065,0.002476,0.012081,0.018078,0.001105,0.005392,0.008068,0.002166,0.010568,0.015814
LHC097,10,0.194426,1.847036,-0.315694,1.848658,-0.001622,0.172427,0.021999,0.003006,0.012518,0.017654,0.001342,0.005587,0.007880,0.002630,0.010951,0.015444
LHC097,12,0.228928,2.011285,-0.341293,2.013171,-0.001887,0.207128,0.021801,0.003500,0.012352,0.019886,0.001564,0.005520,0.008886,0.003065,0.010818,0.017416
LHC097,14,0.265306,2.127066,-0.334555,2.129213,-0.002147,0.243939,0.021367,0.003955,0.013135,0.020340,0.000884,0.002937,0.004548,0.001733,0.005756,0.008914
LHC097,16,0.311140,2.171140,-0.267932,2.173549,-0.002409,0.290394,0.020746,0.003583,0.011718,0.021784,0.000605,0.001980,0.003681,0.001187,0.003881,0.007215
LHC097,18,0.447130,1.865056,-0.088948,1.868308,-0.003252,0.427786,0.019344,0.015523,0.038474,0.037506,0.002454,0.006082,0.005929,0.004810,0.011921,0.011621
LHC097,20,0.497746,1.770587,-0.168187,1.773972,-0.003385,0.479061,0.018685,0.012918,0.040559,0.050078,0.002042,0.006412,0.007916,0.004003,0.012567,0.015516
LHC097,22,0.589275,1.762206,-0.232563,1.766071,-0.003865,0.571685,0.017589,0.022547,0.062834,0.069596,0.003565,0.009934,0.011003,0.006987,0.019471,0.021566
LHC098,4,0.090232,1.123257,-0.238990,1.124057,-0.000800,0.068495,0.021738,0.001209,0.008069,0.013250,0.000540,0.003607,0.005923,0.001059,0.007070,0.011609
LHC098,6,0.110224,1.317843,-0.298646,1.318927,-0.001084,0.088640,0.021585,0.001381,0.010022,0.016587,0.000617,0.004475,0.007406,0.001209,0.008771,0.014516
LHC098,8,0.135128,1.509161,-0.351590,1.510491,-0.001330,0.113673,0.021455,0.002157,0.011771,0.016309,0.000963,0.005256,0.007282,0.001888,0.010301,0.014272
LHC098,10,0.163644,1.681035,-0.397356,1.682597,-0.001562,0.142500,0.021144,0.002870,0.013692,0.018484,0.001283,0.006119,0.008261,0.002514,0.011993,0.016191
LHC098,12,0.194476,1.822588,-0.427475,1.824382,-0.001794,0.173653,0.020823,0.003094,0.013341,0.018352,0.001384,0.005966,0.008207,0.002712,0.011694,0.016087
LHC098,14,0.228100,1.908755,-0.409817,1.910729,-0.001974,0.207868,0.020233,0.003791,0.013368,0.022266,0.000848,0.002989,0.004978,0.001661,0.005858,0.009757
LHC098,16,0.340644,1.758863,-0.230092,1.761472,-0.002609,0.321982,0.018662,0.008743,0.024521,0.032311,0.001478,0.004144,0.005461,0.002896,0.008123,0.010704
LHC098,18,0.437524,1.589760,-0.456911,1.592607,-0.002847,0.419931,0.017593,0.020618,0.079141,0.153922,0.003353,0.012869,0.025030,0.006571,0.025224,0.049058
LHC098,20,0.511658,1.540140,-0.541257,1.543218,-0.003079,0.494705,0.016952,0.018702,0.052124,0.148778,0.002972,0.008283,0.023641,0.005825,0.016234,0.046336
LHC098,22,0.577988,1.513568,-0.607683,1.516978,-0.003411,0.561738,0.016250,0.022513,0.064976,0.149892,0.003559,0.010273,0.023697,0.006976,0.020134,0.046447
LHC099,4,0.111796,1.224268,-0.109510,1.225048,-0.000780,0.089595,0.022201,0.001270,0.009536,0.015006,0.000568,0.004263,0.006708,0.001113,0.008355,0.013148
LHC099,6,0.133713,1.418966,-0.163609,1.419959,-0.000993,0.111357,0.022356,0.001577,0.010063,0.015771,0.000704,0.004494,0.007043,0.001380,0.008808,0.013804
LHC099,8,0.160585,1.613470,-0.220955,1.614657,-0.001187,0.138068,0.022517,0.002364,0.012746,0.014369,0.001057,0.005698,0.006423,0.002071,0.011167,0.012590
LHC099,10,0.190487,1.792464,-0.273855,1.793845,-0.001381,0.167934,0.022553,0.002955,0.014528,0.017927,0.001321,0.006496,0.008016,0.002589,0.012733,0.015712
LHC099,12,0.222782,1.952691,-0.332015,1.954308,-0.001617,0.200311,0.022471,0.003448,0.014322,0.019580,0.001541,0.006400,0.008749,0.003020,0.012544,0.017149
LHC099,14,0.254689,2.078537,-0.386778,2.080338,-0.001801,0.232565,0.022123,0.003724,0.012753,0.021097,0.000832,0.002851,0.004716,0.001632,0.005588,0.009243
LHC099,16,0.289434,2.173980,-0.411826,2.176072,-0.002092,0.267700,0.021734,0.004071,0.013767,0.022713,0.000688,0.002326,0.003838,0.001348,0.004560,0.007523
LHC099,18,0.342764,2.012771,-0.631967,2.014525,-0.001754,0.322631,0.020133,0.009856,0.050360,0.104502,0.001558,0.007961,0.016521,0.003054,0.015604,0.032381
LHC099,20,0.418560,1.821488,-0.830923,1.823767,-0.002279,0.399220,0.019340,0.013912,0.049958,0.162296,0.002199,0.007898,0.025658,0.004311,0.015480,0.050290
LHC099,22,0.470228,1.848669,-0.894910,1.851151,-0.002482,0.451792,0.018435,0.018502,0.064271,0.186265,0.002925,0.010161,0.029449,0.005733,0.019916,0.057719
LHC100,4,0.097931,1.107873,-0.278225,1.108394,-0.000521,0.076346,0.021585,0.001197,0.008601,0.015260,0.000535,0.003841,0.006815,0.001048,0.007529,0.013357
LHC100,6,0.116995,1.299353,-0.328586,1.300079,-0.000726,0.095352,0.021643,0.001776,0.010844,0.015131,0.000794,0.004846,0.006762,0.001555,0.009498,0.013254
LHC100,8,0.140398,1.488042,-0.380553,1.488970,-0.000928,0.118735,0.021662,0.002450,0.012776,0.016387,0.001096,0.005714,0.007329,0.002147,0.011199,0.014365
LHC100,10,0.168644,1.672741,-0.434754,1.673881,-0.001140,0.147017,0.021626,0.003111,0.013117,0.019216,0.001390,0.005862,0.008588,0.002725,0.011490,0.016832
LHC100,12,0.199307,1.840031,-0.484145,1.841388,-0.001357,0.177812,0.021495,0.003475,0.012423,0.020653,0.001554,0.005555,0.009235,0.003046,0.010888,0.018101
LHC100,14,0.231565,1.952597,-0.504236,1.954136,-0.001539,0.210311,0.021254,0.003584,0.013023,0.020667,0.000801,0.002910,0.004619,0.001570,0.005704,0.009053
LHC100,16,0.268222,1.997919,-0.490498,1.999745,-0.001826,0.247467,0.020755,0.004112,0.014445,0.030138,0.000707,0.002486,0.005186,0.001387,0.004872,0.010164
LHC100,18,0.338815,1.922604,-0.644753,1.924177,-0.001573,0.319213,0.019602,0.012621,0.057775,0.091888,0.001995,0.009133,0.014526,0.003911,0.017901,0.028472
LHC100,20,0.423614,1.802289,-0.841302,1.804529,-0.002239,0.404526,0.019088,0.013727,0.053676,0.121599,0.002170,0.008487,0.019226,0.004254,0.016634,0.037684
LHC100,22,0.486134,1.796274,-0.899755,1.798657,-0.002383,0.467893,0.018241,0.015431,0.052532,0.143296,0.002440,0.008306,0.022656,0.004782,0.016279,0.044406
LHC101,4,0.114527,1.242940,-0.159792,1.243599,-0.000659,0.092171,0.022356,0.001214,0.009137,0.014258,0.000542,0.004080,0.006366,0.001062,0.007996,0.012478
LHC101,6,0.136166,1.437738,-0.216921,1.438583,-0.000845,0.113699,0.022466,0.001509,0.010288,0.014310,0.000674,0.004594,0.006391,0.001321,0.009005,0.012526
LHC101,8,0.163690,1.637316,-0.269389,1.638336,-0.001020,0.141015,0.022675,0.002155,0.012174,0.014964,0.000964,0.005443,0.006690,0.001889,0.010667,0.013112
LHC101,10,0.194670,1.822223,-0.323399,1.823454,-0.001230,0.171906,0.022765,0.002802,0.013366,0.016147,0.001252,0.005972,0.007214,0.002454,0.011705,0.014140
LHC101,12,0.229028,2.006089,-0.377509,2.007582,-0.001493,0.206217,0.022811,0.003328,0.014006,0.018306,0.001486,0.006254,0.008175,0.002913,0.012259,0.016022
LHC101,14,0.264032,2.166126,-0.430000,2.167841,-0.001715,0.241293,0.022739,0.003641,0.012424,0.020411,0.000814,0.002778,0.004564,0.001596,0.005444,0.008945
LHC101,16,0.285192,2.170755,-0.550913,2.172399,-0.001645,0.263124,0.022068,0.004351,0.022154,0.042708,0.000735,0.003745,0.007219,0.001441,0.007340,0.014149
LHC101,18,0.357626,2.134052,-0.755511,2.135579,-0.001527,0.336706,0.020920,0.012025,0.052952,0.107782,0.001914,0.008430,0.017159,0.003752,0.016523,0.033632
LHC101,20,0.412508,2.215726,-0.815785,2.217468,-0.001742,0.392045,0.020463,0.010782,0.047234,0.110045,0.001721,0.007540,0.017568,0.003374,0.014779,0.034433
LHC101,22,0.466394,2.263009,-0.842919,2.264958,-0.001949,0.446514,0.019880,0.014564,0.051541,0.108723,0.002302,0.008148,0.017187,0.004513,0.015970,0.033687
LHC102,4,0.159024,1.469911,-0.132356,1.471049,-0.001138,0.137132,0.021892,0.001928,0.011595,0.016661,0.000877,0.005272,0.007575,0.001718,0.010334,0.014848
LHC102,6,0.184503,1.663819,-0.177536,1.665192,-0.001373,0.162549,0.021954,0.001420,0.008011,0.011383,0.000635,0.003581,0.005089,0.001244,0.007019,0.009974
LHC102,8,0.216379,1.851911,-0.233580,1.853466,-0.001554,0.194421,0.021959,0.002955,0.014577,0.018881,0.001805,0.008905,0.011534,0.003538,0.017453,0.022606
LHC102,10,0.248473,2.011900,-0.278366,2.013678,-0.001778,0.226729,0.021744,0.002778,0.010164,0.020627,0.001242,0.004543,0.009219,0.002434,0.008904,0.018070
LHC102,12,0.282313,2.108819,-0.255938,2.110859,-0.002040,0.260976,0.021337,0.003151,0.007982,0.015671,0.002001,0.005068,0.009950,0.003921,0.009933,0.019501
LHC102,14,0.404133,1.806756,0.006792,1.809565,-0.002809,0.384750,0.019383,0.016114,0.046554,0.048583,0.003603,0.010409,0.010863,0.007062,0.020402,0.021291
LHC102,16,0.455401,1.692293,0.009748,1.695610,-0.003318,0.436669,0.018732,0.013974,0.056147,0.049725,0.002342,0.009408,0.008332,0.004589,0.018440,0.016331
LHC102,18,0.519115,1.680808,-0.034409,1.684522,-0.003714,0.501075,0.018040,0.012486,0.042726,0.048725,0.001974,0.006755,0.007704,0.003869,0.013241,0.015099
LHC102,20,0.587510,1.671771,-0.080280,1.675821,-0.004050,0.570281,0.017229,0.017000,0.053197,0.053718,0.002799,0.008760,0.008846,0.005487,0.017171,0.017339
LHC102,22,0.654700,1.688636,-0.160779,1.692868,-0.004232,0.637842,0.016858,0.012646,0.032154,0.076773,0.002000,0.005084,0.012139,0.003919,0.009964,0.023792
LHC103,4,0.115393,1.159391,-0.064868,1.160232,-0.000841,0.093382,0.022011,0.001516,0.009173,0.015095,0.000678,0.004103,0.006751,0.001329,0.008042,0.013233
LHC103,6,0.137523,1.353356,-0.115179,1.354408,-0.001052,0.115450,0.022073,0.001776,0.009940,0.014220,0.000794,0.004443,0.006355,0.001556,0.008708,0.012456
LHC103,8,0.164190,1.545116,-0.166587,1.546353,-0.001237,0.142132,0.022059,0.002226,0.011492,0.013657,0.000995,0.005136,0.006104,0.001950,0.010067,0.011964
LHC103,10,0.194659,1.726739,-0.215483,1.728141,-0.001401,0.172588,0.022070,0.003110,0.013752,0.018669,0.001387,0.006136,0.008330,0.002719,0.012026,0.016327
LHC103,12,0.231763,1.879306,-0.251756,1.880911,-0.001605,0.209817,0.021946,0.003713,0.013389,0.023091,0.001660,0.005987,0.010326,0.003254,0.011735,0.020239
LHC103,14,0.263503,1.994789,-0.318005,1.996565,-0.001776,0.241938,0.021565,0.004546,0.015211,0.028555,0.001045,0.003496,0.006564,0.002048,0.006853,0.012865
LHC103,16,0.312067,2.068858,-0.318536,2.070987,-0.002129,0.291013,0.021054,0.004355,0.019625,0.030172,0.000736,0.003317,0.005100,0.001443,0.006501,0.009995
LHC103,18,0.366861,1.915756,-0.500718,1.917547,-0.001791,0.347493,0.019368,0.013737,0.065320,0.120174,0.002172,0.010327,0.018999,0.004257,0.020241,0.037238
LHC103,20,0.411837,1.985717,-0.616415,1.987496,-0.001780,0.392882,0.018955,0.014499,0.062981,0.137847,0.002292,0.009956,0.021790,0.004492,0.019513,0.042708
LHC103,22,0.495034,1.735052,-0.766317,1.737577,-0.002525,0.477227,0.017807,0.017445,0.058840,0.172312,0.002758,0.009303,0.027243,0.005406,0.018234,0.053397
LHC104,4,0.123076,1.206701,0.007756,1.207553,-0.000852,0.100718,0.022357,0.001316,0.008398,0.015231,0.000667,0.004255,0.007718,0.001307,0.008340,0.015127
LHC104,6,0.144861,1.404568,-0.040194,1.405595,-0.001028,0.122294,0.022567,0.001615,0.009883,0.013603,0.000721,0.004411,0.006071,0.001413,0.008645,0.011899
LHC104,8,0.171108,1.599167,-0.089439,1.600375,-0.001208,0.148313,0.022795,0.002398,0.012646,0.014227,0.001072,0.005652,0.006358,0.002101,0.011077,0.012461
LHC104,10,0.201358,1.787185,-0.135561,1.788621,-0.001437,0.178353,0.023006,0.003137,0.014807,0.013714,0.001402,0.006620,0.006131,0.002749,0.012975,0.012017
LHC104,12,0.233745,1.957580,-0.178105,1.959330,-0.001750,0.210585,0.023160,0.003591,0.013797,0.017303,0.001603,0.006157,0.007721,0.003141,0.012067,0.015134
LHC104,14,0.266248,2.100842,-0.217537,2.102871,-0.002029,0.243102,0.023147,0.003564,0.012353,0.020269,0.000796,0.002761,0.004530,0.001561,0.005411,0.008879
